"xPYMid","SchoolDistrict","SchoolDistrictShort","SchoolDistrictQuality","County","Developer","Development","InternalExternal","InternalExternalShort","LotType","LotTypeShort","Builder","BuilderShort","xPJGid","Year","MonthNoMonthShort","MonthNo","Month","MonthShort","DirtStart","LotStart","LotStartSpec","LotStartLot","InventoryStart","SalesPlan","LotsDeveloped","LotsDevelopedToDate","LotsDevelopedFuture","LotsCurrent","SalesPlanLocked","SalesAct","SalesPlanVar","DirtEnd","LotsEnd","LotsEndSpec","LotsEndLot","InventoryEnd","ProjectionGroupStatus"
7577,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2018,"1-Jan",1,"January","Jan",58,0,0.00,0.00,58,0.00,0.00,0,0,0.00,0.00,0.00,0.00,58.00,0.00,0.00,0.00,58.00,"Active"
7530,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2018,"2-Feb",2,"February","Feb",59,0,0.00,0.00,59,0.00,0.00,0,0,0.00,0.00,0.00,0.00,59.00,0.00,0.00,0.00,59.00,"Active"
7578,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2018,"2-Feb",2,"February","Feb",58,0,0.00,0.00,58,0.00,0.00,0,0,0.00,0.00,0.00,0.00,58.00,0.00,0.00,0.00,58.00,"Active"
7538,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2018,"3-Mar",3,"March","Mar",59,0,0.00,0.00,59,0.00,0.00,0,0,0.00,0.00,0.00,0.00,59.00,0.00,0.00,0.00,59.00,"Active"
7586,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2018,"3-Mar",3,"March","Mar",58,0,0.00,0.00,58,0.00,0.00,0,0,0.00,0.00,0.00,0.00,58.00,0.00,0.00,0.00,58.00,"Active"
7531,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2018,"4-Apr",4,"April","Apr",59,0,0.00,0.00,59,0.00,0.00,0,0,0.00,0.00,0.00,0.00,59.00,0.00,0.00,0.00,59.00,"Active"
7579,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2018,"4-Apr",4,"April","Apr",58,0,0.00,0.00,58,0.00,0.00,0,0,0.00,0.00,0.00,0.00,58.00,0.00,0.00,0.00,58.00,"Active"
7527,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2018,"5-May",5,"May","May",59,0,0.00,0.00,59,0.00,0.00,0,0,0.00,0.00,0.00,0.00,59.00,0.00,0.00,0.00,59.00,"Active"
7575,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2018,"5-May",5,"May","May",58,0,0.00,0.00,58,0.00,0.00,0,0,0.00,0.00,0.00,0.00,58.00,0.00,0.00,0.00,58.00,"Active"
7532,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2018,"6-Jun",6,"June","Jun",59,0,0.00,0.00,59,0.00,0.00,0,0,0.00,0.00,0.00,0.00,59.00,0.00,0.00,0.00,59.00,"Active"
7580,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2018,"6-Jun",6,"June","Jun",58,0,0.00,0.00,58,0.00,0.00,0,0,0.00,0.00,0.00,0.00,58.00,0.00,0.00,0.00,58.00,"Active"
7533,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2018,"7-Jul",7,"July","Jul",59,0,0.00,0.00,59,0.00,0.00,0,0,0.00,0.00,0.00,0.00,59.00,0.00,0.00,0.00,59.00,"Active"
7581,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2018,"7-Jul",7,"July","Jul",58,0,0.00,0.00,58,0.00,0.00,0,0,0.00,0.00,0.00,0.00,58.00,0.00,0.00,0.00,58.00,"Active"
7534,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2018,"8-Aug",8,"August","Aug",59,0,0.00,0.00,59,0.00,0.00,0,0,0.00,0.00,0.00,0.00,59.00,0.00,0.00,0.00,59.00,"Active"
7582,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2018,"8-Aug",8,"August","Aug",58,0,0.00,0.00,58,0.00,0.00,0,0,0.00,0.00,0.00,0.00,58.00,0.00,0.00,0.00,58.00,"Active"
7535,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2018,"9-Sep",9,"September","Sep",59,0,0.00,0.00,59,0.00,0.00,0,0,0.00,0.00,0.00,0.00,59.00,0.00,0.00,0.00,59.00,"Active"
7583,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2018,"9-Sep",9,"September","Sep",58,0,0.00,0.00,58,0.00,0.00,0,0,0.00,0.00,0.00,0.00,58.00,0.00,0.00,0.00,58.00,"Active"
7536,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2018,"10-Oct",10,"October","Oct",59,0,0.00,0.00,59,0.00,13.00,13,0,13.00,0.00,0.00,0.00,46.00,13.00,0.00,13.00,59.00,"Active"
7584,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2018,"10-Oct",10,"October","Oct",58,0,0.00,0.00,58,0.00,10.00,10,0,10.00,0.00,0.00,0.00,48.00,10.00,0.00,10.00,58.00,"Active"
7537,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2018,"11-Nov",11,"November","Nov",46,13,0.00,13.00,59,3.00,0.00,0,0,10.00,0.00,3.00,3.00,46.00,10.00,0.00,10.00,56.00,"Active"
7585,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2018,"11-Nov",11,"November","Nov",48,10,0.00,10.00,58,0.00,0.00,0,0,10.00,0.00,0.00,0.00,48.00,10.00,0.00,10.00,58.00,"Active"
7528,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2018,"12-Dec",12,"December","Dec",46,10,0.00,10.00,56,0.00,0.00,0,0,10.00,0.00,0.00,0.00,46.00,10.00,2.00,8.00,56.00,"Active"
7576,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2018,"12-Dec",12,"December","Dec",48,10,0.00,10.00,58,0.00,0.00,0,0,10.00,0.00,0.00,0.00,48.00,10.00,1.00,9.00,58.00,"Active"
7541,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2019,"1-Jan",1,"January","Jan",46,10,2.00,8.00,56,0.00,0.00,0,0,10.00,0.00,0.00,0.00,46.00,10.00,2.00,8.00,56.00,"Active"
7589,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2019,"1-Jan",1,"January","Jan",48,10,1.00,9.00,58,0.00,0.00,0,0,10.00,0.00,0.00,0.00,48.00,10.00,1.00,9.00,58.00,"Active"
7542,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2019,"2-Feb",2,"February","Feb",46,10,2.00,8.00,56,0.00,0.00,0,0,10.00,0.00,0.00,0.00,46.00,10.00,2.00,8.00,56.00,"Active"
7590,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2019,"2-Feb",2,"February","Feb",48,10,1.00,9.00,58,0.00,0.00,0,0,10.00,0.00,0.00,0.00,48.00,10.00,1.00,9.00,58.00,"Active"
7550,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2019,"3-Mar",3,"March","Mar",46,10,2.00,8.00,56,0.00,0.00,0,0,10.00,0.00,0.00,0.00,46.00,10.00,3.00,7.00,56.00,"Active"
7598,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2019,"3-Mar",3,"March","Mar",48,10,1.00,9.00,58,0.00,0.00,0,0,10.00,0.00,0.00,0.00,48.00,10.00,2.00,8.00,58.00,"Active"
7543,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2019,"4-Apr",4,"April","Apr",46,10,3.00,7.00,56,0.00,0.00,0,0,10.00,0.00,0.00,0.00,46.00,10.00,3.00,7.00,56.00,"Active"
7591,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2019,"4-Apr",4,"April","Apr",48,10,2.00,8.00,58,0.00,0.00,0,0,10.00,0.00,0.00,0.00,48.00,10.00,3.00,7.00,58.00,"Active"
7539,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2019,"5-May",5,"May","May",46,10,3.00,7.00,56,1.00,0.00,0,0,9.00,0.00,1.00,1.00,46.00,9.00,3.00,6.00,55.00,"Active"
7587,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2019,"5-May",5,"May","May",48,10,3.00,7.00,58,0.00,0.00,0,0,10.00,0.00,0.00,0.00,48.00,10.00,3.00,7.00,58.00,"Active"
7544,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2019,"6-Jun",6,"June","Jun",46,9,3.00,6.00,55,0.00,0.00,0,0,9.00,0.00,0.00,0.00,46.00,9.00,3.00,6.00,55.00,"Active"
7592,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2019,"6-Jun",6,"June","Jun",48,10,3.00,7.00,58,1.00,0.00,0,0,9.00,0.00,1.00,1.00,48.00,9.00,4.00,5.00,57.00,"Active"
7545,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2019,"7-Jul",7,"July","Jul",46,9,3.00,6.00,55,1.00,0.00,0,0,8.00,0.00,1.00,1.00,46.00,8.00,2.00,6.00,54.00,"Active"
7593,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2019,"7-Jul",7,"July","Jul",48,9,4.00,5.00,57,0.00,0.00,0,0,9.00,0.00,0.00,0.00,48.00,9.00,4.00,5.00,57.00,"Active"
7546,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2019,"8-Aug",8,"August","Aug",46,8,2.00,6.00,54,0.00,0.00,0,0,8.00,0.00,0.00,0.00,46.00,8.00,3.00,5.00,54.00,"Active"
7594,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2019,"8-Aug",8,"August","Aug",48,9,4.00,5.00,57,1.00,0.00,0,0,8.00,0.00,1.00,1.00,48.00,8.00,3.00,5.00,56.00,"Active"
7547,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2019,"9-Sep",9,"September","Sep",46,8,3.00,5.00,54,0.00,0.00,0,0,8.00,0.00,0.00,0.00,46.00,8.00,3.00,5.00,54.00,"Active"
7595,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2019,"9-Sep",9,"September","Sep",48,8,3.00,5.00,56,0.00,0.00,0,0,8.00,0.00,0.00,0.00,48.00,8.00,3.00,5.00,56.00,"Active"
7548,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2019,"10-Oct",10,"October","Oct",46,8,3.00,5.00,54,1.00,13.00,13,0,20.00,0.00,1.00,1.00,33.00,20.00,3.00,17.00,53.00,"Active"
7596,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2019,"10-Oct",10,"October","Oct",48,8,3.00,5.00,56,1.00,7.00,7,0,14.00,0.00,1.00,1.00,41.00,14.00,3.00,11.00,55.00,"Active"
7549,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2019,"11-Nov",11,"November","Nov",33,20,3.00,17.00,53,1.00,0.00,0,0,19.00,0.00,1.00,1.00,33.00,19.00,2.00,17.00,52.00,"Active"
7597,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2019,"11-Nov",11,"November","Nov",41,14,3.00,11.00,55,0.00,0.00,0,0,14.00,0.00,0.00,0.00,41.00,14.00,4.00,10.00,55.00,"Active"
7540,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2019,"12-Dec",12,"December","Dec",33,19,2.00,17.00,52,1.00,0.00,0,0,18.00,0.00,1.00,1.00,33.00,18.00,2.00,16.00,51.00,"Active"
7588,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2019,"12-Dec",12,"December","Dec",41,14,4.00,10.00,55,0.00,0.00,0,0,14.00,0.00,0.00,0.00,41.00,14.00,4.00,10.00,55.00,"Active"
7553,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2020,"1-Jan",1,"January","Jan",33,18,2.00,16.00,51,0.00,0.00,0,0,18.00,0.00,0.00,0.00,33.00,18.00,3.00,15.00,51.00,"Active"
7601,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2020,"1-Jan",1,"January","Jan",41,14,4.00,10.00,55,0.00,0.00,0,0,14.00,0.00,0.00,0.00,41.00,14.00,4.00,10.00,55.00,"Active"
7554,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2020,"2-Feb",2,"February","Feb",33,18,3.00,15.00,51,1.00,0.00,0,0,17.00,0.00,1.00,1.00,33.00,17.00,3.00,14.00,50.00,"Active"
7602,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2020,"2-Feb",2,"February","Feb",41,14,4.00,10.00,55,2.00,0.00,0,0,12.00,0.00,2.00,2.00,41.00,12.00,3.00,9.00,53.00,"Active"
7562,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2020,"3-Mar",3,"March","Mar",33,17,3.00,14.00,50,0.00,0.00,0,0,17.00,0.00,0.00,0.00,33.00,17.00,3.00,14.00,50.00,"Active"
7610,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2020,"3-Mar",3,"March","Mar",41,12,3.00,9.00,53,1.00,0.00,0,0,11.00,0.00,1.00,1.00,41.00,11.00,3.00,8.00,52.00,"Active"
7555,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2020,"4-Apr",4,"April","Apr",33,17,3.00,14.00,50,0.00,0.00,0,0,17.00,0.00,0.00,0.00,33.00,17.00,3.00,14.00,50.00,"Active"
7603,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2020,"4-Apr",4,"April","Apr",41,11,3.00,8.00,52,0.00,0.00,0,0,11.00,0.00,0.00,0.00,41.00,11.00,3.00,8.00,52.00,"Active"
7551,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2020,"5-May",5,"May","May",33,17,3.00,14.00,50,0.00,0.00,0,0,17.00,0.00,0.00,0.00,33.00,17.00,3.00,14.00,50.00,"Active"
7599,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2020,"5-May",5,"May","May",41,11,3.00,8.00,52,1.00,0.00,0,0,10.00,0.00,1.00,1.00,41.00,10.00,2.00,8.00,51.00,"Active"
7556,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2020,"6-Jun",6,"June","Jun",33,17,3.00,14.00,50,1.00,0.00,0,0,16.00,0.00,1.00,1.00,33.00,16.00,3.00,13.00,49.00,"Active"
7604,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2020,"6-Jun",6,"June","Jun",41,10,2.00,8.00,51,0.00,0.00,0,0,10.00,0.00,0.00,0.00,41.00,10.00,2.00,8.00,51.00,"Active"
7557,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2020,"7-Jul",7,"July","Jul",33,16,3.00,13.00,49,0.00,0.00,0,0,16.00,0.00,0.00,0.00,33.00,16.00,3.00,13.00,49.00,"Active"
7605,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2020,"7-Jul",7,"July","Jul",41,10,2.00,8.00,51,1.00,0.00,0,0,9.00,0.00,1.00,1.00,41.00,9.00,3.00,6.00,50.00,"Active"
7558,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2020,"8-Aug",8,"August","Aug",33,16,3.00,13.00,49,2.00,0.00,0,0,14.00,0.00,2.00,2.00,33.00,14.00,2.00,12.00,47.00,"Active"
7606,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2020,"8-Aug",8,"August","Aug",41,9,3.00,6.00,50,2.00,0.00,0,0,7.00,0.00,2.00,2.00,41.00,7.00,2.00,5.00,48.00,"Active"
7559,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2020,"9-Sep",9,"September","Sep",33,14,2.00,12.00,47,1.00,0.00,0,0,13.00,0.00,1.00,1.00,33.00,13.00,3.00,10.00,46.00,"Active"
7607,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2020,"9-Sep",9,"September","Sep",41,7,2.00,5.00,48,0.00,0.00,0,0,7.00,0.00,0.00,0.00,41.00,7.00,2.00,5.00,48.00,"Active"
7560,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2020,"10-Oct",10,"October","Oct",33,13,3.00,10.00,46,2.00,0.00,0,0,11.00,0.00,2.00,2.00,33.00,11.00,2.00,9.00,44.00,"Active"
7608,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2020,"10-Oct",10,"October","Oct",41,7,2.00,5.00,48,1.00,0.00,0,0,6.00,0.00,1.00,1.00,41.00,6.00,2.00,4.00,47.00,"Active"
7561,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2020,"11-Nov",11,"November","Nov",33,11,2.00,9.00,44,2.00,0.00,0,0,9.00,0.00,2.00,2.00,33.00,9.00,3.00,6.00,42.00,"Active"
7609,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2020,"11-Nov",11,"November","Nov",41,6,2.00,4.00,47,1.00,0.00,0,0,5.00,0.00,1.00,1.00,41.00,5.00,2.00,3.00,46.00,"Active"
7552,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2020,"12-Dec",12,"December","Dec",33,9,2.00,7.00,42,0.00,0.00,0,0,9.00,0.00,0.00,0.00,33.00,9.00,2.00,7.00,42.00,"Active"
7600,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2020,"12-Dec",12,"December","Dec",41,5,2.00,3.00,46,0.00,0.00,0,0,5.00,0.00,0.00,0.00,41.00,5.00,2.00,3.00,46.00,"Active"
928,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2021,"1-Jan",1,"January","Jan",33,9,2.00,7.00,42,0.00,0.00,0,0,9.00,1.00,0.00,-1.00,33.00,9.00,2.00,7.00,42.00,"Active"
517,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2021,"1-Jan",1,"January","Jan",41,5,2.00,3.00,46,0.00,0.00,0,0,5.00,1.00,0.00,-1.00,41.00,5.00,2.00,3.00,46.00,"Active"
929,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2021,"2-Feb",2,"February","Feb",33,9,2.00,7.00,42,0.00,0.00,0,0,9.00,0.00,0.00,0.00,33.00,9.00,3.00,6.00,42.00,"Active"
518,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2021,"2-Feb",2,"February","Feb",41,5,2.00,3.00,46,1.00,0.00,0,0,4.00,1.00,1.00,0.00,41.00,4.00,1.00,3.00,45.00,"Active"
930,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2021,"3-Mar",3,"March","Mar",33,9,3.00,6.00,42,3.00,0.00,0,0,6.00,1.00,3.00,2.00,33.00,6.00,1.00,5.00,39.00,"Active"
519,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2021,"3-Mar",3,"March","Mar",41,4,1.00,3.00,45,4.00,0.00,0,0,0.00,1.00,4.00,3.00,41.00,0.00,0.00,0.00,41.00,"Active"
931,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2021,"4-Apr",4,"April","Apr",33,6,1.00,5.00,39,0.00,0.00,0,0,6.00,1.00,0.00,-1.00,33.00,6.00,1.00,5.00,39.00,"Active"
520,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2021,"4-Apr",4,"April","Apr",41,0,0.00,0.00,41,1.00,23.00,23,0,22.00,1.00,1.00,0.00,18.00,22.00,0.00,22.00,40.00,"Active"
932,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2021,"5-May",5,"May","May",33,6,1.00,5.00,39,0.00,0.00,0,0,6.00,0.00,0.00,0.00,33.00,6.00,2.00,4.00,39.00,"Active"
521,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2021,"5-May",5,"May","May",18,22,1.00,21.00,40,0.00,0.00,0,0,22.00,1.00,0.00,-1.00,18.00,22.00,1.00,21.00,40.00,"Active"
933,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2021,"6-Jun",6,"June","Jun",33,6,2.00,4.00,39,0.00,8.00,8,0,14.00,1.00,0.00,-1.00,25.00,14.00,2.00,12.00,39.00,"Active"
522,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2021,"6-Jun",6,"June","Jun",18,22,1.00,21.00,40,0.00,0.00,0,0,22.00,0.00,0.00,0.00,18.00,22.00,1.00,21.00,40.00,"Active"
934,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2021,"7-Jul",7,"July","Jul",25,14,2.00,12.00,39,0.00,0.00,0,0,14.00,1.00,0.00,-1.00,25.00,14.00,3.00,11.00,39.00,"Active"
523,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2021,"7-Jul",7,"July","Jul",18,22,1.00,21.00,40,1.00,0.00,0,0,21.00,1.00,1.00,0.00,18.00,21.00,1.00,20.00,39.00,"Active"
935,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2021,"8-Aug",8,"August","Aug",25,14,3.00,11.00,39,1.00,0.00,0,0,13.00,0.00,1.00,1.00,25.00,13.00,3.00,10.00,38.00,"Active"
524,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","Interra Homes","INT",3,2021,"8-Aug",8,"August","Aug",18,21,1.00,20.00,39,0.00,0.00,0,0,21.00,1.00,0.00,-1.00,18.00,21.00,2.00,19.00,39.00,"Active"
936,"Caledonia","CALE","A","Kent","Broadmoor Investors, LLC","Graymoor","Internal","INT","Single Family","SF","JTB Homes","JTB",3,2021,"9-Sep",9,"September","Sep",25,13,3.00,10.00,38,0.00,0.00,0,0,13.00,1.00,0.00,-1.00,25.00,13.00,3.00,10.00,38.00,"Active"
